concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
45205755,naltrexone hydrochloride 50 MG Oral Tablet [ReVia],Drug,NDC,11-digit NDC,,51285027502,2014-01-01,2099-12-31,,1
45416392,morphine-naltrexone 20 mg-0.8 mg oral capsule. extended release,Drug,Multum,Multum,,25560,2010-11-01,2099-12-31,,1
1629519,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,d57e8058-bb7b-3aa6-e053-2a95a90a1520,2015-03-26,2099-12-31,,1
35763242,Naltrexone 50 MG Delayed Release Oral Tablet by Accord,Drug,RxNorm Extension,Marketed Product,S,OMOP2764703,2017-08-24,2099-12-31,,1
36219425,morphine / naltrexone Oral Product,Drug,RxNorm,Clinical Dose Group,C,1165401,2016-08-01,2099-12-31,,1
44921168,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,62991124304,2013-08-05,2099-12-31,,1
45724092,METHYLNALTREXONE BROMIDE 12 mg/0.6 mL SUB-Q KIT,Drug,GCN_SEQNO,GCN_SEQNO,,064008,1970-01-01,2099-12-31,,1
45778506,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,06fba9a4-456f-40ac-92e3-1e8d5a0143d0,2012-02-29,2099-12-31,,1
3209874,Product containing bupropion and naltrexone in oral dosage form,Drug,Nebraska Lexicon,Pharma/Biol Product,,715719000,2016-07-31,2099-12-31,,1
35745814,Naltrexone 50 MG Delayed Release Oral Tablet [Opizone],Drug,RxNorm Extension,Branded Drug,S,OMOP2747275,2017-08-24,2099-12-31,,1
43248392,NALTREXONE MYLAN 50 mg. comprimé pelliculé sécable,Drug,BDPM,Drug Product,,3675721,2005-01-05,2099-12-31,,1
36475786,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,c6c4d7a8-0950-4b3c-905e-c8dab5a9f6dd,2013-09-23,2099-12-31,,1
45712421,NALTREXONE HCL MISCELL POWDER (GRAM),Drug,GCN_SEQNO,GCN_SEQNO,,044971,1970-01-01,2099-12-31,,1
45849766,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. FILM COATED. EXTENDED RELEASE,Drug,NDC,9-digit NDC,,647640890,2014-09-10,2099-12-31,,1
37139989,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,68094090930,2024-02-15,2099-12-31,,1
36937886,naltrexone 3 MG Oral Capsule Box of 30 by Drug Tariff Special Order,Drug,RxNorm Extension,Marketed Product,S,OMOP5199518,2023-05-22,2099-12-31,,1
45802467,CONTRAVE - naltrexone hydrochloride and bupropion hydrochloride tablet. film coated. extended release,Drug,SPL,Prescription Drug,C,ed2da3a6-0614-4bea-8e82-962cbaae6428,2014-09-22,2099-12-31,,1
799996,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,f7ac0547-6c8d-4a03-91f4-2c37215554ae,2002-03-22,2099-12-31,,1
46276531,NALTREXONE (EQV-REVIA) 50MG TAB,Drug,NDFRT,VA Product,,N0000191654,2015-09-08,2099-12-31,,1
41029842,Naltrexone 50 MG Delayed Release Oral Tablet [Nemexin] Box of 50,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2227804,2017-08-24,2099-12-31,,1
43177278,Naltrexone 50 MG Delayed Release Oral Tablet [NALTREXONE MYLAN] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP459241,2017-08-24,2099-12-31,,1
3175317,Naltrexone microspheres 380mg powder for conventional release solution for injection vial,Drug,Nebraska Lexicon,Pharma/Biol Product,,766211008,2018-07-31,2099-12-31,,1
21057008,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 28 by Bristol Myers Squibb,Drug,RxNorm Extension,Marketed Product,S,OMOP280308,2017-08-24,2099-12-31,,1
2973079,Naltrexone (Apo) 50 Mg Tablet. 30. Bottle,Drug,AMT,Containered Pack,,919401000168100,2016-11-01,2099-12-31,,1
37398937,Bupropion- and naltrexone-containing product in oral dose form,Drug,SNOMED,Clinical Drug Form,,715719000,2016-07-31,2099-12-31,,1
21243381,Naltrexone 5mg/5ml oral suspension 1 ml,Drug,dm+d,VMPP,,16106611000001100,1970-01-01,2099-12-31,,1
1714372,naltrexone 380 MG Injection [Vivitrol],Drug,RxNorm,Branded Drug,S,637216,2006-07-09,2099-12-31,,1
21135479,Naltrexone 0.4 MG/ML Oral Solution by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280317,2017-08-24,2023-08-02,U,1
45192984,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,61392046630,2007-06-01,2012-06-01,D,1
45365045,naltrexone 380 MG Injection [Vivitrol],Drug,NDC,11-digit NDC,,65757030302,2010-02-01,2099-12-31,,1
36186510,VIVITROL - naltrexone kit [Diluent],Drug,NDC,11-digit NDC,,65757030403,2006-06-13,2099-12-31,,1
623245,VIVITROL - naltrexone kit [Diluent],Drug,NDC,11-digit NDC,,65757030503,1970-01-02,2099-12-31,,1
21066844,Naltrexone Oral Tablet [Nalorex],Drug,RxNorm Extension,Branded Drug Form,S,OMOP280263,2017-08-24,2099-12-31,,1
36801674,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,71806820-b0c9-4d19-91a0-54056540c4c1,2012-02-29,2099-12-31,,1
45101554,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,38779088703,2013-08-05,2099-12-31,,1
43302696,Naltrexone Hydrochloride (Gh) 50 Mg Tablet. 30. Blister Pack,Drug,AMT,Containered Pack,,116181000036101,2016-11-01,2099-12-31,,1
42863046,MORPHINE SO4 80MG/NALTREXONE HCL 3.2MG CAP.SA,Drug,NDFRT,VA Product,,N0000181702,2012-06-04,2099-12-31,,1
1358191,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,50090492500,2020-04-01,2099-12-31,,1
21273591,Naltrexone 12.5mg/5ml oral suspension,Drug,dm+d,VMP,,8669511000001104,1970-01-01,2099-12-31,,1
42483304,methylnaltrexone 20 MG/ML Prefilled Syringe,Drug,RxNorm Extension,Clinical Drug,,OMOP419486,2015-08-17,2017-08-23,D,1
44486120,methylnaltrexone bromide 150mg/1 ORAL TABLET,Drug,NDC,9-digit NDC,,656490150,2008-08-01,2099-12-31,,1
1611537,METHYLNALTREXONE 150MG TAB,Drug,VANDF,Drug Product,,4036027,1970-01-01,2099-12-31,,1
21260145,Naltrexone 50mg tablets,Drug,dm+d,AMP,,21817511000001105,1970-01-01,2099-12-31,,1
41410306,0.6 ML methylnaltrexone 20 MG/ML Injection [Relistor] Box of 7 by Cc,Drug,RxNorm Extension,Marketed Product,S,OMOP2608268,2017-08-24,2099-12-31,,1
21065982,methylnaltrexone 20 MG/ML Prefilled Syringe Box of 7,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP264829,2017-08-24,2099-12-31,,1
40719703,0.6 ML methylnaltrexone 20 MG/ML Injectable Solution [Relistor],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4737997,2018-06-04,2099-12-31,,1
45058953,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,68115068030,2007-06-01,2011-01-01,D,1
45367803,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00179197772,2009-01-01,2012-06-01,D,1
41310792,Naltrexone 50 MG Delayed Release Oral Tablet [Nrexon Hcl Neuraxpharm],Drug,RxNorm Extension,Branded Drug,,OMOP2508754,2017-07-30,2023-08-02,U,1
41018705,Naltrexone Oral Tablet [Nrexon Hcl Neuraxpharm],Drug,RxNorm Extension,Branded Drug Form,,OMOP2216667,2017-07-30,2017-08-23,U,1
42862087,METHYLNALTREXONE BROMIDE 12MG/0.6ML INJ.VIL,Drug,NDFRT,VA Product,,N0000177881,2012-06-04,2099-12-31,,1
45162012,Naltrexone 50 MG Oral Tablet [ReVia],Drug,NDC,11-digit NDC,,00056001130,2007-06-01,2013-01-01,D,1
41228138,Naltrexone 50 MG Delayed Release Oral Tablet [Nalorex] Box of 30 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2426100,2017-08-24,2099-12-31,,1
44101660,methylnaltrexone 20 MG/ML Injection [Relistor] by Salix,Drug,RxNorm Extension,Marketed Product,S,OMOP1096291,2017-08-24,2099-12-31,,1
43307226,Methylnaltrexone Bromide 12 Mg/0.6 Ml Injection. 0.6 Ml Vial,Drug,AMT,Med Product Pack,,79808011000036101,2016-11-01,2099-12-31,,1
42829554,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335001402,2018-02-01,2099-12-31,,1
587169,methylnaltrexone 20 MG/ML Injection Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP3137558,2018-08-02,2099-12-31,,1
37396050,Bupropion- and naltrexone-containing product,Drug,SNOMED,Pharma/Biol Product,,715718008,2016-07-31,2099-12-31,,1
43199268,Naltrexone 50 MG Delayed Release Oral Tablet [Nalorex],Drug,RxNorm Extension,Branded Drug,S,OMOP459173,2017-08-24,2099-12-31,,1
40747734,Bupropion 90 MG / Naltrexone 8 MG Extended Release Oral Tablet [Mysimba] by Consilient,Drug,RxNorm Extension,Marketed Product,S,OMOP4709554,2018-06-04,2099-12-31,,1
1778309,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,48f0b37b-b1cb-4cc9-ae58-4695e9a501e1,2021-09-01,2099-12-31,,1
3203061,Product containing bupropion and naltrexone,Drug,Nebraska Lexicon,Pharma/Biol Product,,715718008,2016-07-31,2099-12-31,,1
45249546,Naltrexone 25 MG Oral Tablet [Depade],Drug,NDC,11-digit NDC,,00406008901,2007-06-01,2012-06-01,D,1
21126679,1 ML Naltrexone 5 MG/ML Oral Suspension by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP301954,2017-08-24,2023-08-02,U,1
37131090,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,721622154,2002-03-22,2099-12-31,,1
40208520,MEPERIDINE/NALTREXONE,Drug,NDFRT,Drug Interaction,,N0000177994,1970-01-01,2014-11-30,D,1
21076746,Naltrexone 1 MG/ML Oral Suspension,Drug,RxNorm Extension,Clinical Drug,S,OMOP280312,2017-08-24,2099-12-31,,1
21107214,1 ML Naltrexone 2.5 MG/ML Oral Suspension,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP301950,2017-08-24,2099-12-31,,1
36829081,NALTREXONE,Drug,OMOP Invest Drug,Ingredient,,5S6W795CQM,1970-01-01,2099-12-31,,1
43731065,Naltrexone Oral Tablet [Naltrexon Hcl Aop],Drug,RxNorm Extension,Branded Drug Form,S,OMOP675743,2017-08-24,2099-12-31,,1
748574,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,713352062,2012-02-29,2099-12-31,,1
36168425,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,71eab181-32ff-0b9b-e053-2995a90af105,2012-12-06,2099-12-31,,1
42949484,Naltrexone 50 MG [PHARMA NALTREXONE],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP4676067,2018-08-21,2099-12-31,,1
40739523,Naltrexone 5 MG/ML Oral Solution,Drug,RxNorm Extension,Clinical Drug,S,OMOP4717707,2018-06-04,2099-12-31,,1
36156804,NALTREXONE - naltrexone implant,Drug,SPL,Prescription Drug,C,40b16844-bc1c-485e-aad3-2cb86e2eb009,2018-03-19,2099-12-31,,1
37289684,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00904703604,2020-07-01,2099-12-31,,1
21047258,Naltrexone 1 MG/ML Oral Solution by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280311,2017-08-24,2023-08-02,U,1
37133342,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,4242e317-1764-436a-aff6-338a58f1b0a2,2012-01-18,2099-12-31,,1
43528137,METHYLNALTREXONE BROMIDE 8MG/0.4ML INJ.SYR,Drug,NDFRT,VA Product,,N0000186543,2013-06-03,2099-12-31,,1
44108475,methylnaltrexone Injectable Solution [Relistor],Drug,RxNorm Extension,Branded Drug Form,,OMOP1103106,2017-08-24,2018-08-01,U,1
40719702,0.6 ML methylnaltrexone 20 MG/ML Injectable Solution [Relistor] by Biovitrum,Drug,RxNorm Extension,Marketed Product,S,OMOP4737998,2018-06-04,2099-12-31,,1
36132929,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,cea59e0d-83cb-9409-e053-2a95a90ac93c,2014-10-22,2099-12-31,,1
42949481,Naltrexone 50 MG Oral Tablet [NALTREXIN],Drug,RxNorm Extension,Branded Drug,S,OMOP4676065,2018-08-21,2099-12-31,,1
45704548,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,4a63f1e0-b2a3-4355-af61-852ea3521707,2011-06-10,2099-12-31,,1
44462471,12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],Drug,NDC,11-digit NDC,,50090294500,2017-06-01,2099-12-31,,1
40936321,Naltrexone 50 MG Oral Tablet [Nrexon Hcl],Drug,RxNorm Extension,Branded Drug,,OMOP2134283,2017-07-30,2017-08-23,U,1
36194197,naltrexone 200mg/1 / 6.5mg/1 SUBCUTANEOUS IMPLANT,Drug,NDC,9-digit NDC,,693643143,2018-02-01,2099-12-31,,1
36198066,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335001404,2018-10-01,2099-12-31,,1
3211916,Methylnaltrexone product,Drug,Nebraska Lexicon,Pharma/Biol Product,,429838001,2018-07-31,2099-12-31,,1
45638437,Naltrexone Hydrochloride,Drug,SPL,SPL,,64b89a33-c588-42fb-994d-0264dcb997c0,1970-01-01,2099-12-31,,1
36696986,methylnaltrexone bromide 150mg/1 / 8mg/.4mL / 12mg/.6mL ORAL. SUBCUTANEOUS INJECTION. SOLUTION. TABLET [relistor],Drug,SPL,Prescription Drug,C,7501e049-bfca-403b-9cc1-f21aa468ec9e,2008-04-24,2099-12-31,,1
36239345,Vivitrol Injectable Product,Drug,RxNorm,Branded Dose Group,C,1187405,2016-08-01,2099-12-31,,1
41248689,Naltrexone 50 MG Oral Tablet [Nemexin] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2446651,2017-08-24,2099-12-31,,1
42643641,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,e01731df-1d81-433d-bfb9-f34666541999,2002-03-22,2099-12-31,,1
35776577,1 ML Naltrexone 1 MG/ML Oral Solution by Drug Tariff Special Order,Drug,RxNorm Extension,Marketed Product,S,OMOP2778038,2017-08-24,2099-12-31,,1
21118073,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] Box of 7 by TMC,Drug,RxNorm Extension,Marketed Product,S,OMOP287661,2017-08-24,2099-12-31,,1
44447073,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,68071215603,2017-03-01,2021-04-01,D,1
40228623,MORPHINE SO4 30MG/NALTREXONE HCL 1.2MG CAP.SA,Drug,VANDF,Drug Product,,4029090,1970-01-01,2099-12-31,,1
21229707,Naltrexone 3mg/5ml oral solution (Special Order) 1 ml,Drug,dm+d,AMPP,,12256111000001101,1970-01-01,2099-12-31,,1
21224965,Methylnaltrexone bromide 12mg/0.6ml solution for injection vials 7 vial,Drug,dm+d,VMPP,,13799411000001108,2018-10-29,2099-12-31,,1
46308934,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,242116b0-b874-40cb-911b-49462cf6a245,2014-10-23,2099-12-31,,1
45300927,Naltrexone 25 MG Oral Tablet [Depade],Drug,NDC,11-digit NDC,,00406008903,2007-06-01,2012-12-01,D,1
42829555,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335001403,2018-02-01,2099-12-31,,1
909864,methylnaltrexone 20 MG/ML Injectable Solution [Relistor],Drug,RxNorm,Branded Drug,,796994,2008-06-29,2010-06-05,U,1
40165109,naltrexone hydrochloride 1.2 MG,Drug,RxNorm,Clinical Drug Comp,S,859964,2009-09-06,2099-12-31,,1
36168238,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,71600d1e-3d2c-f41c-e053-2a95a90af084,2018-07-19,2099-12-31,,1
35529412,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,b773726e-1dc9-415a-81f3-32b43b61b9b1,2023-10-18,2099-12-31,,1
1588191,BUPROPION 90MG/NALTREXONE HCL 8MG TAB.SA,Drug,NDFRT,VA Product,,N0000192212,2016-05-02,2099-12-31,,1
21057007,Naltrexone 50 MG Oral Tablet Box of 28 by Sigma-Tau,Drug,RxNorm Extension,Marketed Product,S,OMOP280289,2017-08-24,2099-12-31,,1
21174855,Naltrexone 50 MG Oral Tablet [Adepend] by Orphan,Drug,RxNorm Extension,Marketed Product,S,OMOP280295,2017-08-24,2099-12-31,,1
1607507,METHYLNALTREXONE BROMIDE 8MG/0.4ML INJ.SYR,Drug,VANDF,Drug Product,,4031997,1970-01-01,2099-12-31,,1
21279549,Naltrexone 50mg tablets,Drug,dm+d,AMP,,29928111000001109,1970-01-01,2099-12-31,,1
21214430,Naltrexone 50mg tablets (Sigma Pharmaceuticals Plc) 28 tablet,Drug,dm+d,AMPP,,29928211000001103,1970-01-01,2099-12-31,,1
44940596,0.6 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe [Relistor],Drug,NDC,11-digit NDC,,00008121810,2012-03-01,2014-02-01,D,1
36062087,naltrexone 3 MG Oral Capsule,Drug,RxNorm Extension,Clinical Drug,S,OMOP4988072,2020-08-17,2099-12-31,,1
41209923,Naltrexone 50 MG Oral Tablet Box of 50,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2407885,2017-08-24,2099-12-31,,1
42838767,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,713350014,2012-01-18,2099-12-31,,1
748327,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335206205,2022-04-01,2099-12-31,,1
43320496,Naltrexone Hydrochloride (Gh) 50 Mg Tablet. 30,Drug,AMT,Trade Product Pack,,114431000036103,2016-11-01,2099-12-31,,1
43320509,Naltrexone Hydrochloride (Qp) 50 Mg Tablet. 30. Blister Pack,Drug,AMT,Containered Pack,,32563011000036107,2016-11-01,2099-12-31,,1
40165038,Morphine / Naltrexone Oral Capsule [Embeda],Drug,RxNorm,Branded Drug Form,,859961,2009-09-06,2009-10-03,U,1
36322975,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,ef9ec64d-9fe4-36cb-e053-2995a90aa5e6,2017-07-21,2099-12-31,,1
36676053,Methylnaltrexone-containing product in parenteral dose form,Drug,SNOMED,Clinical Drug Form,,772614009,2019-01-31,2099-12-31,,1
36249046,bupropion / naltrexone Pill,Drug,RxNorm,Clinical Dose Group,C,1551465,2016-08-01,2099-12-31,,1
1714348,Naltrexone 25 MG Oral Tablet [Depade],Drug,RxNorm,Branded Drug,,542212,2005-09-11,2014-01-05,U,1
1606585,MORPHINE/NALTREXONE,Drug,VANDF,Drug Product,,4029226,1970-01-01,2099-12-31,,1
45893210,BUPROPION 90MG/NALTREXONE HCL 8MG TAB,Drug,NDFRT,VA Product,,N0000191188,2015-03-02,2099-12-31,,1
44144887,Apo-Naltrexone,Drug,DPD,Brand Name,,DPD118213,1970-01-01,2099-12-31,,1
45412761,morphine-naltrexone 80 mg-3.2 mg oral capsule. extended release,Drug,Multum,Multum,,25564,2010-11-01,2099-12-31,,1
749454,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,1fa39cc8-20a0-492b-adf1-04a33d4e9e39,2012-02-29,2099-12-31,,1
45142888,0.6 ML methylnaltrexone bromide 20 MG/ML Injection [Relistor],Drug,NDC,11-digit NDC,,65649055102,2011-11-01,2099-12-31,,1
21294937,Naltrexone 25mg/5ml oral suspension,Drug,dm+d,AMP,,8638011000001109,1970-01-01,2099-12-31,,1
37137155,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,0103a32b-14a9-48a8-8952-b2b12ef09649,2024-01-04,2099-12-31,,1
43334237,Naltrexone Hydrochloride 50 Mg Tablet,Drug,AMT,Med Product Unit,,22898011000036104,2016-11-01,2099-12-31,,1
2973077,Naltrexone (Apo) 50 Mg Tablet,Drug,AMT,Trade Product Unit,,919381000168100,2016-11-01,2099-12-31,,1
35406577,NALTREXONE ACCORD,Drug,RxNorm Extension,Brand Name,,OMOP1140162,1970-01-01,2099-12-31,,1
45415057,Naltrexone Hydrochloride. 50 mg oral tablet,Drug,Multum,Multum,,2203,1970-01-01,2099-12-31,,1
45416393,morphine-naltrexone 30 mg-1.2 mg oral capsule. extended release,Drug,Multum,Multum,,25561,2010-11-01,2099-12-31,,1
45169772,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,38779088705,2013-08-05,2099-12-31,,1
42863045,MORPHINE SO4 60MG/NALTREXONE HCL 2.4MG CAP.SA,Drug,NDFRT,VA Product,,N0000181701,2012-06-04,2099-12-31,,1
45086435,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51224020630,2014-01-01,2099-12-31,,1
40967478,Naltrexone 50 MG Oral Tablet [Nrexonhydrochlorid Accord] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2165440,2017-08-24,2099-12-31,,1
36275524,Naltrexone 50 MG Oral Tablet [NALTREXONE ACCORD],Drug,RxNorm Extension,Branded Drug,S,OMOP3126399,2017-10-01,2099-12-31,,1
21322568,Naltrexone 3mg capsules (Part VIIID Drug Tariff Special Order) 1 capsule,Drug,dm+d,AMPP,,11480311000001107,1970-01-01,2099-12-31,,1
21217575,Naltrexone 2mg/5ml oral solution,Drug,dm+d,VMP,,12301111000001106,1970-01-01,2099-12-31,,1
45679621,VIVITROL - naltrexone kit,Drug,SPL,Prescription Drug,C,cd11c435-b0f0-4bb9-ae78-60f101f3703f,2022-09-30,2099-12-31,,1
1793598,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,e3120e9c-435d-0901-e053-2a95a90a01f3,2018-04-27,2099-12-31,,1
21047257,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP280306,2017-08-24,2099-12-31,,1
21108311,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] Box of 1,Drug,RxNorm Extension,Quant Branded Box,S,OMOP287658,2017-08-24,2099-12-31,,1
45853837,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,680840291,2012-12-06,2099-12-31,,1
42949492,Naltrexone Oral Tablet [NALTREXIN],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4676075,2018-08-21,2099-12-31,,1
45947557,NALTREXONE HYDROCHLORIDE,Drug,CIEL,Drug,,80376,2006-12-17,2099-12-31,,1
957465,3-carboxamido-4-hydroxynaltrexone,Drug,MeSH,Suppl Concept,,C000606131,2021-11-01,2099-12-31,,1
21037366,Naltrexone 1 MG/ML,Drug,RxNorm Extension,Clinical Drug Comp,S,OMOP280309,2017-08-24,2099-12-31,,1
45850485,naltrexone KIT,Drug,NDC,9-digit NDC,,657570301,2006-06-13,2099-12-31,,1
36931143,Naltrexone 4.5mg capsules (Part VIIID Drug Tariff Special Order) 30 capsule,Drug,dm+d,AMPP,,40537411000001108,1970-01-01,2099-12-31,,1
36212592,naltrexone Oral Product,Drug,RxNorm,Clinical Dose Group,C,1156982,2016-08-01,2099-12-31,,1
44391361,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,72273a89-bfee-4193-b920-68d90375b62c,2009-07-29,2099-12-31,,1
42881828,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,7b8b9aa6-4484-4b2b-b17f-63042d1b467c,2012-02-29,2099-12-31,,1
44554977,NALTREXONE HYDROCHLORIDE ORAL TABLET [APO-NALTREXONE],Drug,DPD,Branded Drug Form,,OMOP151884,1970-01-01,2017-06-24,D,1
36628726,Naltrexone Hydrochloride,Drug,NCCD,Ingredient,,100306,2020-10-02,2099-12-31,,1
43133233,Naltrexone 50 MG Delayed Release Oral Tablet [NALTREXONE MYLAN],Drug,RxNorm Extension,Branded Drug,S,OMOP459231,2017-08-24,2099-12-31,,1
35763240,Naltrexone 50 MG Delayed Release Oral Tablet Box of 28 by A A H,Drug,RxNorm Extension,Marketed Product,S,OMOP2764701,2017-08-24,2099-12-31,,1
45233605,Naltrexone 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,00756030401,2007-06-01,2012-06-01,D,1
1610076,NALTREXONE (EQV-REVIA) 50MG TAB,Drug,VANDF,Drug Product,,4034567,1970-01-01,2099-12-31,,1
40211459,CODEINE/NALTREXONE,Drug,NDFRT,Drug Interaction,,N0000177968,1970-01-01,2014-11-30,D,1
35410131,Naltrexone 50 MG Delayed Release Oral Tablet [NALTREXONE ACCORD],Drug,RxNorm Extension,Branded Drug,S,OMOP1143716,2017-08-24,2099-12-31,,1
45638769,VIVITROL - naltrexone kit,Drug,SPL,Prescription Drug,,74696d65-6973-6275-7461-77696e646f77,1970-01-01,2022-09-29,U,1
41410893,0.6 ML methylnaltrexone 20 MG/ML Injectable Solution,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP2608855,2017-08-24,2099-12-31,,1
40959706,Naltrexone 50 MG Delayed Release Oral Tablet Box of 30,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2157668,2017-08-24,2099-12-31,,1
45077102,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00056008050,2007-06-01,2011-01-01,D,1
21125587,Naltrexone 50 MG Oral Tablet [Nalorex] by Bristol Myers Squibb,Drug,RxNorm Extension,Marketed Product,S,OMOP280304,2017-08-24,2099-12-31,,1
36496124,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,765191160,2017-10-17,2099-12-31,,1
44942858,Naltrexone 100 MG Oral Tablet [Depade],Drug,NDC,11-digit NDC,,00406011901,2007-06-01,2012-12-01,D,1
45681961,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,3b36d91d-e979-42ed-9c69-736dd1fbb24a,2000-03-08,2099-12-31,,1
43533266,Injection. methylnaltrexone. 0.1 mg,Drug,HCPCS,HCPCS,,J2212,2013-01-01,2099-12-31,,1
35770935,Naltrexone 50 MG Delayed Release Oral Tablet [Adepend],Drug,RxNorm Extension,Branded Drug,S,OMOP2772396,2017-08-24,2099-12-31,,1
21127845,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe Box of 7,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP287656,2017-08-24,2099-12-31,,1
