concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
45600724,"Inhalant use, unspecified with intoxication with delirium",Condition,ICD10CM,6-char billing code,NA,F18.921,1/1/70,12/31/99,NA
45566816,"Inhalant use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F18.920,1/1/70,12/31/99,NA
45538050,"Inhalant use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F18.929,1/1/70,12/31/99,NA
45547686,"Inhalant use, unspecified with other inhalant-induced disorder",Condition,ICD10CM,6-char billing code,NA,F18.988,1/1/70,12/31/99,NA
1568193,"Inhalant use, unspecified with other inhalant-induced disorders",Condition,ICD10CM,5-char nonbill code,NA,F18.98,1/1/12,12/31/99,NA
45586224,"Inhalant use, unspecified with unspecified inhalant-induced disorder",Condition,ICD10CM,5-char billing code,NA,F18.99,1/1/70,12/31/99,NA
37402469,"Inhalant use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F18.91,10/1/22,12/31/99,NA
45566815,"Inhalant use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F18.90,1/1/70,12/31/99,NA
1568177,Nicotine dependence,Condition,ICD10CM,3-char nonbill code,NA,F17,1/1/12,12/31/99,NA
1568178,Nicotine dependence,Condition,ICD10CM,4-char nonbill code,NA,F17.2,1/1/12,12/31/99,NA
45571741,"Nicotine dependence unspecified, with withdrawal",Condition,ICD10CM,6-char billing code,NA,F17.203,1/1/70,12/31/99,NA
45591117,"Nicotine dependence, chewing tobacco",Condition,ICD10CM,5-char nonbill code,NA,F17.22,12/30/06,12/31/99,NA
45605476,"Nicotine dependence, chewing tobacco, in remission",Condition,ICD10CM,6-char billing code,NA,F17.221,1/1/70,12/31/99,NA
45586220,"Nicotine dependence, chewing tobacco, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F17.220,1/1/70,12/31/99,NA
45552453,"Nicotine dependence, chewing tobacco, with other nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.228,1/1/70,12/31/99,NA
45571742,"Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.229,1/1/70,12/31/99,NA
45566810,"Nicotine dependence, chewing tobacco, with withdrawal",Condition,ICD10CM,6-char billing code,NA,F17.223,1/1/70,12/31/99,NA
1568179,"Nicotine dependence, cigarettes",Condition,ICD10CM,5-char nonbill code,NA,F17.21,1/1/12,12/31/99,NA
45576521,"Nicotine dependence, cigarettes, in remission",Condition,ICD10CM,6-char billing code,NA,F17.211,1/1/70,12/31/99,NA
45562025,"Nicotine dependence, cigarettes, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F17.210,1/1/70,12/31/99,NA
45542821,"Nicotine dependence, cigarettes, with other nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.218,1/1/70,12/31/99,NA
45595885,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.219,1/1/70,12/31/99,NA
45591116,"Nicotine dependence, cigarettes, with withdrawal",Condition,ICD10CM,6-char billing code,NA,F17.213,1/1/70,12/31/99,NA
1568180,"Nicotine dependence, other tobacco product",Condition,ICD10CM,5-char nonbill code,NA,F17.29,1/1/12,12/31/99,NA
45571743,"Nicotine dependence, other tobacco product, in remission",Condition,ICD10CM,6-char billing code,NA,F17.291,1/1/70,12/31/99,NA
45600719,"Nicotine dependence, other tobacco product, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F17.290,1/1/70,12/31/99,NA
45600720,"Nicotine dependence, other tobacco product, with other nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.298,1/1/70,12/31/99,NA
45533085,"Nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.299,1/1/70,12/31/99,NA
45552454,"Nicotine dependence, other tobacco product, with withdrawal",Condition,ICD10CM,6-char billing code,NA,F17.293,1/1/70,12/31/99,NA
45538046,"Nicotine dependence, unspecified",Condition,ICD10CM,5-char nonbill code,NA,F17.20,12/30/06,12/31/99,NA
45591115,"Nicotine dependence, unspecified, in remission",Condition,ICD10CM,6-char billing code,NA,F17.201,1/1/70,12/31/99,NA
45595884,"Nicotine dependence, unspecified, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F17.200,1/1/70,12/31/99,NA
45586219,"Nicotine dependence, unspecified, with other nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.208,1/1/70,12/31/99,NA
45581435,"Nicotine dependence, unspecified, with unspecified nicotine-induced disorders",Condition,ICD10CM,6-char billing code,NA,F17.209,1/1/70,12/31/99,NA
1568107,Opioid abuse,Condition,ICD10CM,4-char nonbill code,NA,F11.1,1/1/12,12/31/99,NA
1568108,Opioid abuse with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F11.12,1/1/12,12/31/99,NA
45571712,Opioid abuse with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F11.121,1/1/70,12/31/99,NA
45600697,Opioid abuse with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F11.122,1/1/70,12/31/99,NA
45542792,"Opioid abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F11.120,1/1/70,12/31/99,NA
45581409,"Opioid abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F11.129,1/1/70,12/31/99,NA
45566782,Opioid abuse with opioid-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F11.14,1/1/70,12/31/99,NA
1568109,Opioid abuse with opioid-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F11.15,1/1/12,12/31/99,NA
45576499,Opioid abuse with opioid-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F11.150,1/1/70,12/31/99,NA
45571713,Opioid abuse with opioid-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F11.151,1/1/70,12/31/99,NA
45562007,"Opioid abuse with opioid-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F11.159,1/1/70,12/31/99,NA
45542793,Opioid abuse with opioid-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F11.181,1/1/70,12/31/99,NA
45571714,Opioid abuse with opioid-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F11.182,1/1/70,12/31/99,NA
1568110,Opioid abuse with other opioid-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F11.18,1/1/12,12/31/99,NA
45542794,Opioid abuse with other opioid-induced disorder,Condition,ICD10CM,6-char billing code,NA,F11.188,1/1/70,12/31/99,NA
45576500,Opioid abuse with unspecified opioid-induced disorder,Condition,ICD10CM,5-char billing code,NA,F11.19,1/1/70,12/31/99,NA
725281,Opioid abuse with withdrawal,Condition,ICD10CM,5-char billing code,NA,F11.13,1/1/21,12/31/99,NA
1326498,"Opioid abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F11.11,1/1/18,12/31/99,NA
45605458,"Opioid abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F11.10,1/1/70,12/31/99,NA
1568111,Opioid dependence,Condition,ICD10CM,4-char nonbill code,NA,F11.2,1/1/12,12/31/99,NA
45581410,Opioid dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F11.22,12/30/06,12/31/99,NA
45542796,Opioid dependence with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F11.221,1/1/70,12/31/99,NA
45581411,Opioid dependence with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F11.222,1/1/70,12/31/99,NA
45542795,"Opioid dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F11.220,1/1/70,12/31/99,NA
45557159,"Opioid dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F11.229,1/1/70,12/31/99,NA
45605460,Opioid dependence with opioid-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F11.24,1/1/70,12/31/99,NA
45566783,Opioid dependence with opioid-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F11.25,12/30/06,12/31/99,NA
45595854,Opioid dependence with opioid-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F11.250,1/1/70,12/31/99,NA
45591090,Opioid dependence with opioid-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F11.251,1/1/70,12/31/99,NA
45566784,"Opioid dependence with opioid-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F11.259,1/1/70,12/31/99,NA
45591091,Opioid dependence with opioid-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F11.281,1/1/70,12/31/99,NA
45533067,Opioid dependence with opioid-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F11.282,1/1/70,12/31/99,NA
1568112,Opioid dependence with other opioid-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F11.28,1/1/12,12/31/99,NA
45566785,Opioid dependence with other opioid-induced disorder,Condition,ICD10CM,6-char billing code,NA,F11.288,1/1/70,12/31/99,NA
45605461,Opioid dependence with unspecified opioid-induced disorder,Condition,ICD10CM,5-char billing code,NA,F11.29,1/1/70,12/31/99,NA
45557160,Opioid dependence with withdrawal,Condition,ICD10CM,5-char billing code,NA,F11.23,1/1/70,12/31/99,NA
45605459,"Opioid dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F11.21,1/1/70,12/31/99,NA
45586193,"Opioid dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F11.20,1/1/70,12/31/99,NA
1568106,Opioid related disorders,Condition,ICD10CM,3-char nonbill code,NA,F11,1/1/12,12/31/99,NA
1568113,"Opioid use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F11.9,1/1/12,12/31/99,NA
1568114,"Opioid use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F11.92,1/1/12,12/31/99,NA
45566786,"Opioid use, unspecified with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F11.921,1/1/70,12/31/99,NA
45566787,"Opioid use, unspecified with intoxication with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F11.922,1/1/70,12/31/99,NA
45542797,"Opioid use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F11.920,1/1/70,12/31/99,NA
45576501,"Opioid use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F11.929,1/1/70,12/31/99,NA
45586198,"Opioid use, unspecified with opioid-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F11.94,1/1/70,12/31/99,NA
1568115,"Opioid use, unspecified with opioid-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F11.95,1/1/12,12/31/99,NA
45591095,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F11.950,1/1/70,12/31/99,NA
45605464,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F11.951,1/1/70,12/31/99,NA
45595856,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F11.959,1/1/70,12/31/99,NA
45557162,"Opioid use, unspecified with opioid-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F11.981,1/1/70,12/31/99,NA
45542798,"Opioid use, unspecified with opioid-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F11.982,1/1/70,12/31/99,NA
45595857,"Opioid use, unspecified with other opioid-induced disorder",Condition,ICD10CM,6-char billing code,NA,F11.988,1/1/70,12/31/99,NA
1568116,"Opioid use, unspecified with other specified opioid-induced disorder",Condition,ICD10CM,5-char nonbill code,NA,F11.98,1/1/12,12/31/99,NA
45533068,"Opioid use, unspecified with unspecified opioid-induced disorder",Condition,ICD10CM,5-char billing code,NA,F11.99,1/1/70,12/31/99,NA
45586197,"Opioid use, unspecified with withdrawal",Condition,ICD10CM,5-char billing code,NA,F11.93,1/1/70,12/31/99,NA
37402463,"Opioid use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F11.91,10/1/22,12/31/99,NA
45586196,"Opioid use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F11.90,1/1/70,12/31/99,NA
1568195,Other psychoactive substance abuse,Condition,ICD10CM,4-char nonbill code,NA,F19.1,1/1/12,12/31/99,NA
1568196,Other psychoactive substance abuse with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F19.12,1/1/12,12/31/99,NA
45533089,Other psychoactive substance abuse with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F19.121,1/1/70,12/31/99,NA
45605482,Other psychoactive substance abuse with intoxication with perceptual disturbances,Condition,ICD10CM,6-char billing code,NA,F19.122,1/1/70,12/31/99,NA
45600725,"Other psychoactive substance abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F19.120,1/1/70,12/31/99,NA
45552460,"Other psychoactive substance abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.129,1/1/70,12/31/99,NA
45595891,Other psychoactive substance abuse with other psychoactive substance-induced disorder,Condition,ICD10CM,6-char billing code,NA,F19.188,1/1/70,12/31/99,NA
1568198,Other psychoactive substance abuse with other psychoactive substance-induced disorders,Condition,ICD10CM,5-char nonbill code,NA,F19.18,1/1/12,12/31/99,NA
45562031,Other psychoactive substance abuse with psychoactive substance-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F19.180,1/1/70,12/31/99,NA
45542829,Other psychoactive substance abuse with psychoactive substance-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F19.14,1/1/70,12/31/99,NA
45595890,Other psychoactive substance abuse with psychoactive substance-induced persisting amnestic disorder,Condition,ICD10CM,5-char billing code,NA,F19.16,1/1/70,12/31/99,NA
45581438,Other psychoactive substance abuse with psychoactive substance-induced persisting dementia,Condition,ICD10CM,5-char billing code,NA,F19.17,1/1/70,12/31/99,NA
1568197,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F19.15,1/1/12,12/31/99,NA
45566818,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F19.150,1/1/70,12/31/99,NA
45600726,Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F19.151,1/1/70,12/31/99,NA
45562030,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.159,1/1/70,12/31/99,NA
45576526,Other psychoactive substance abuse with psychoactive substance-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F19.181,1/1/70,12/31/99,NA
45605483,Other psychoactive substance abuse with psychoactive substance-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F19.182,1/1/70,12/31/99,NA
45566819,Other psychoactive substance abuse with unspecified psychoactive substance-induced disorder,Condition,ICD10CM,5-char billing code,NA,F19.19,1/1/70,12/31/99,NA
725291,Other psychoactive substance abuse with withdrawal,Condition,ICD10CM,5-char nonbill code,NA,F19.13,1/1/21,12/31/99,NA
725293,Other psychoactive substance abuse with withdrawal delirium,Condition,ICD10CM,6-char billing code,NA,F19.131,1/1/21,12/31/99,NA
725294,Other psychoactive substance abuse with withdrawal with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F19.132,1/1/21,12/31/99,NA
725292,"Other psychoactive substance abuse with withdrawal, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F19.130,1/1/21,12/31/99,NA
725295,"Other psychoactive substance abuse with withdrawal, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.139,1/1/21,12/31/99,NA
1326505,"Other psychoactive substance abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F19.11,1/1/18,12/31/99,NA
45533088,"Other psychoactive substance abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F19.10,1/1/70,12/31/99,NA
1568199,Other psychoactive substance dependence,Condition,ICD10CM,4-char nonbill code,NA,F19.2,1/1/12,12/31/99,NA
45586226,Other psychoactive substance dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F19.22,12/30/06,12/31/99,NA
45591122,Other psychoactive substance dependence with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F19.221,1/1/70,12/31/99,NA
45547687,Other psychoactive substance dependence with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F19.222,1/1/70,12/31/99,NA
45586227,"Other psychoactive substance dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F19.220,1/1/70,12/31/99,NA
45600727,"Other psychoactive substance dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.229,1/1/70,12/31/99,NA
45562033,Other psychoactive substance dependence with other psychoactive substance-induced disorder,Condition,ICD10CM,6-char billing code,NA,F19.288,1/1/70,12/31/99,NA
1568200,Other psychoactive substance dependence with other psychoactive substance-induced disorders,Condition,ICD10CM,5-char nonbill code,NA,F19.28,1/1/12,12/31/99,NA
45591124,Other psychoactive substance dependence with psychoactive substance-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F19.280,1/1/70,12/31/99,NA
45600729,Other psychoactive substance dependence with psychoactive substance-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F19.24,1/1/70,12/31/99,NA
45542833,Other psychoactive substance dependence with psychoactive substance-induced persisting amnestic disorder,Condition,ICD10CM,5-char billing code,NA,F19.26,1/1/70,12/31/99,NA
45571746,Other psychoactive substance dependence with psychoactive substance-induced persisting dementia,Condition,ICD10CM,5-char billing code,NA,F19.27,1/1/70,12/31/99,NA
45542832,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F19.25,12/30/06,12/31/99,NA
45595892,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F19.250,1/1/70,12/31/99,NA
45595893,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F19.251,1/1/70,12/31/99,NA
45562032,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.259,1/1/70,12/31/99,NA
45581439,Other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F19.281,1/1/70,12/31/99,NA
45600730,Other psychoactive substance dependence with psychoactive substance-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F19.282,1/1/70,12/31/99,NA
45576528,Other psychoactive substance dependence with unspecified psychoactive substance-induced disorder,Condition,ICD10CM,5-char billing code,NA,F19.29,1/1/70,12/31/99,NA
45547688,Other psychoactive substance dependence with withdrawal,Condition,ICD10CM,5-char nonbill code,NA,F19.23,12/30/06,12/31/99,NA
45576527,Other psychoactive substance dependence with withdrawal delirium,Condition,ICD10CM,6-char billing code,NA,F19.231,1/1/70,12/31/99,NA
45600728,Other psychoactive substance dependence with withdrawal with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F19.232,1/1/70,12/31/99,NA
45542831,"Other psychoactive substance dependence with withdrawal, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F19.230,1/1/70,12/31/99,NA
45591123,"Other psychoactive substance dependence with withdrawal, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.239,1/1/70,12/31/99,NA
45566820,"Other psychoactive substance dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F19.21,1/1/70,12/31/99,NA
45542830,"Other psychoactive substance dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F19.20,1/1/70,12/31/99,NA
1568194,Other psychoactive substance related disorders,Condition,ICD10CM,3-char nonbill code,NA,F19,1/1/12,12/31/99,NA
1568201,"Other psychoactive substance use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F19.9,1/1/12,12/31/99,NA
1568202,"Other psychoactive substance use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F19.92,1/1/12,12/31/99,NA
45538053,"Other psychoactive substance use, unspecified with intoxication with delirium",Condition,ICD10CM,6-char billing code,NA,F19.921,1/1/70,12/31/99,NA
45557191,"Other psychoactive substance use, unspecified with intoxication with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F19.922,1/1/70,12/31/99,NA
45566825,"Other psychoactive substance use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F19.920,1/1/70,12/31/99,NA
45591125,"Other psychoactive substance use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.929,1/1/70,12/31/99,NA
45547692,"Other psychoactive substance use, unspecified with other psychoactive substance-induced disorder",Condition,ICD10CM,6-char billing code,NA,F19.988,1/1/70,12/31/99,NA
1568205,"Other psychoactive substance use, unspecified with other psychoactive substance-induced disorders",Condition,ICD10CM,5-char nonbill code,NA,F19.98,1/1/12,12/31/99,NA
45547691,"Other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F19.980,1/1/70,12/31/99,NA
45581441,"Other psychoactive substance use, unspecified with psychoactive substance-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F19.94,1/1/70,12/31/99,NA
45547689,"Other psychoactive substance use, unspecified with psychoactive substance-induced persisting amnestic disorder",Condition,ICD10CM,5-char billing code,NA,F19.96,1/1/70,12/31/99,NA
45547690,"Other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia",Condition,ICD10CM,5-char billing code,NA,F19.97,1/1/70,12/31/99,NA
1568204,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F19.95,1/1/12,12/31/99,NA
45566828,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F19.950,1/1/70,12/31/99,NA
45581442,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F19.951,1/1/70,12/31/99,NA
45566829,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.959,1/1/70,12/31/99,NA
45591126,"Other psychoactive substance use, unspecified with psychoactive substance-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F19.981,1/1/70,12/31/99,NA
45542834,"Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F19.982,1/1/70,12/31/99,NA
45547693,"Other psychoactive substance use, unspecified with unspecified psychoactive substance-induced disorder",Condition,ICD10CM,5-char billing code,NA,F19.99,1/1/70,12/31/99,NA
1568203,"Other psychoactive substance use, unspecified with withdrawal",Condition,ICD10CM,5-char nonbill code,NA,F19.93,1/1/12,12/31/99,NA
45576530,"Other psychoactive substance use, unspecified with withdrawal delirium",Condition,ICD10CM,6-char billing code,NA,F19.931,1/1/70,12/31/99,NA
45557192,"Other psychoactive substance use, unspecified with withdrawal with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F19.932,1/1/70,12/31/99,NA
45566826,"Other psychoactive substance use, unspecified with withdrawal, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F19.930,1/1/70,12/31/99,NA
45566827,"Other psychoactive substance use, unspecified with withdrawal, unspecified",Condition,ICD10CM,6-char billing code,NA,F19.939,1/1/70,12/31/99,NA
37402470,"Other psychoactive substance use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F19.91,10/1/22,12/31/99,NA
45552463,"Other psychoactive substance use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F19.90,1/1/70,12/31/99,NA
1568153,Other stimulant abuse,Condition,ICD10CM,4-char nonbill code,NA,F15.1,1/1/12,12/31/99,NA
1568154,Other stimulant abuse with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F15.12,1/1/12,12/31/99,NA
45576514,Other stimulant abuse with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F15.121,1/1/70,12/31/99,NA
45591107,Other stimulant abuse with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F15.122,1/1/70,12/31/99,NA
45581429,"Other stimulant abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F15.120,1/1/70,12/31/99,NA
45552445,"Other stimulant abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F15.129,1/1/70,12/31/99,NA
1568156,Other stimulant abuse with other stimulant-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F15.18,1/1/12,12/31/99,NA
45591110,Other stimulant abuse with other stimulant-induced disorder,Condition,ICD10CM,6-char billing code,NA,F15.188,1/1/70,12/31/99,NA
45533078,Other stimulant abuse with stimulant-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F15.180,1/1/70,12/31/99,NA
45595874,Other stimulant abuse with stimulant-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F15.14,1/1/70,12/31/99,NA
1568155,Other stimulant abuse with stimulant-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F15.15,1/1/12,12/31/99,NA
45538036,Other stimulant abuse with stimulant-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F15.150,1/1/70,12/31/99,NA
45591108,Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F15.151,1/1/70,12/31/99,NA
45605471,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F15.159,1/1/70,12/31/99,NA
45591109,Other stimulant abuse with stimulant-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F15.181,1/1/70,12/31/99,NA
45595875,Other stimulant abuse with stimulant-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F15.182,1/1/70,12/31/99,NA
45581430,Other stimulant abuse with unspecified stimulant-induced disorder,Condition,ICD10CM,5-char billing code,NA,F15.19,1/1/70,12/31/99,NA
725290,Other stimulant abuse with withdrawal,Condition,ICD10CM,5-char billing code,NA,F15.13,1/1/21,12/31/99,NA
1326502,"Other stimulant abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F15.11,1/1/18,12/31/99,NA
45571730,"Other stimulant abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F15.10,1/1/70,12/31/99,NA
1568157,Other stimulant dependence,Condition,ICD10CM,4-char nonbill code,NA,F15.2,1/1/12,12/31/99,NA
45600711,Other stimulant dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F15.22,12/30/06,12/31/99,NA
45595877,Other stimulant dependence with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F15.221,1/1/70,12/31/99,NA
45571731,Other stimulant dependence with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F15.222,1/1/70,12/31/99,NA
45600712,"Other stimulant dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F15.220,1/1/70,12/31/99,NA
45552446,"Other stimulant dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F15.229,1/1/70,12/31/99,NA
1568159,Other stimulant dependence with other stimulant-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F15.28,1/1/12,12/31/99,NA
45557178,Other stimulant dependence with other stimulant-induced disorder,Condition,ICD10CM,6-char billing code,NA,F15.288,1/1/70,12/31/99,NA
45566802,Other stimulant dependence with stimulant-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F15.280,1/1/70,12/31/99,NA
