hd_domain,cssr_category_1,cssr_category_1_description,self_selected_category,icd10cm_code,icd10cm_code_description,exclude,Number_of_Paper_Support (out of 9 studies),symptomatic,measured,syndromic,systemic,clincian_interest,cluster_category,notes,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10,Abdominal and pelvic pain,NA,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572198,Abdominal and pelvic pain,Condition,ICD10CM,3-char nonbill code,NA,R10,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R100,Acute abdomen,1,2,NA,NA,1,0,clinician,Gastrointestinal,NA,35211289,Acute abdomen,Condition,ICD10CM,4-char billing code,NA,R10.0,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R101,Pain localized to upper abdomen,NA,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572199,Pain localized to upper abdomen,Condition,ICD10CM,4-char nonbill code,NA,R10.1,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1010,"Upper abdominal pain, unspecified",NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45577781,"Upper abdominal pain, unspecified",Condition,ICD10CM,5-char billing code,NA,R10.10,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1011,Right upper quadrant pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45568112,Right upper quadrant pain,Condition,ICD10CM,5-char billing code,NA,R10.11,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1012,Left upper quadrant pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45597168,Left upper quadrant pain,Condition,ICD10CM,5-char billing code,NA,R10.12,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1013,Epigastric pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45558454,Epigastric pain,Condition,ICD10CM,5-char billing code,NA,R10.13,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R102,Pelvic and perineal pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,35211290,Pelvic and perineal pain,Condition,ICD10CM,4-char billing code,NA,R10.2,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R103,Pain localized to other parts of lower abdomen,NA,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572200,Pain localized to other parts of lower abdomen,Condition,ICD10CM,4-char nonbill code,NA,R10.3,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1030,"Lower abdominal pain, unspecified",NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45563290,"Lower abdominal pain, unspecified",Condition,ICD10CM,5-char billing code,NA,R10.30,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1031,Right lower quadrant pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45582694,Right lower quadrant pain,Condition,ICD10CM,5-char billing code,NA,R10.31,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1032,Left lower quadrant pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45553715,Left lower quadrant pain,Condition,ICD10CM,5-char billing code,NA,R10.32,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1033,Periumbilical pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45592407,Periumbilical pain,Condition,ICD10CM,5-char billing code,NA,R10.33,2014-07-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R108,Other abdominal pain,NA,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572201,Other abdominal pain,Condition,ICD10CM,4-char nonbill code,NA,R10.8,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1081,Abdominal tenderness,NA,0,NA,NA,1,0,clinician,Gastrointestinal,NA,45592408,Abdominal tenderness,Condition,ICD10CM,5-char nonbill code,NA,R10.81,2006-12-30,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10811,Right upper quadrant abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45573009,Right upper quadrant abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.811,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10812,Left upper quadrant abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45534427,Left upper quadrant abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.812,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10813,Right lower quadrant abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45544130,Right lower quadrant abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.813,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10814,Left lower quadrant abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45606795,Left lower quadrant abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.814,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10815,Periumbilic abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45602004,Periumbilic abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.815,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10816,Epigastric abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45534428,Epigastric abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.816,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10817,Generalized abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45577782,Generalized abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.817,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10819,"Abdominal tenderness, unspecified site",NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45573010,"Abdominal tenderness, unspecified site",Condition,ICD10CM,6-char billing code,NA,R10.819,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1082,Rebound abdominal tenderness,NA,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572202,Rebound abdominal tenderness,Condition,ICD10CM,5-char nonbill code,NA,R10.82,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10821,Right upper quadrant rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45582695,Right upper quadrant rebound abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.821,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10822,Left upper quadrant rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45597169,Left upper quadrant rebound abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.822,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10823,Right lower quadrant rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45597170,Right lower quadrant rebound abdominal tenderness,Observation,ICD10CM,6-char billing code,NA,R10.823,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10824,Left lower quadrant rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45602005,Left lower quadrant rebound abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.824,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10825,Periumbilic rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45577783,Periumbilic rebound abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.825,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10826,Epigastric rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45602006,Epigastric rebound abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.826,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10827,Generalized rebound abdominal tenderness,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45548948,Generalized rebound abdominal tenderness,Condition,ICD10CM,6-char billing code,NA,R10.827,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R10829,"Rebound abdominal tenderness, unspecified site",NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45553716,"Rebound abdominal tenderness, unspecified site",Condition,ICD10CM,6-char billing code,NA,R10.829,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1083,Colic,1,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45602007,Colic,Condition,ICD10CM,5-char billing code,NA,R10.83,2014-07-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1084,Generalized abdominal pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45558455,Generalized abdominal pain,Condition,ICD10CM,5-char billing code,NA,R10.84,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R109,Unspecified abdominal pain,NA,2,NA,NA,1,0,clinician,Gastrointestinal,NA,45568114,Unspecified abdominal pain,Condition,ICD10CM,4-char billing code,NA,R10.9,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R12,Heartburn,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211292,Heartburn,Condition,ICD10CM,3-char billing code,NA,R12,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R13,Aphagia and dysphagia,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572204,Aphagia and dysphagia,Observation,ICD10CM,3-char nonbill code,NA,R13,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R130,Aphagia,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45577784,Aphagia,Observation,ICD10CM,4-char billing code,NA,R13.0,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R131,Dysphagia,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,45568116,Dysphagia,Condition,ICD10CM,4-char nonbill code,NA,R13.1,2006-12-30,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R14,Flatulence and related conditions,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572205,Flatulence and related conditions,Observation,ICD10CM,3-char nonbill code,NA,R14,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R140,Abdominal distension (gaseous),1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45582697,Abdominal distension (gaseous),Condition,ICD10CM,4-char billing code,NA,R14.0,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R141,Gas pain,NA,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45592410,Gas pain,Condition,ICD10CM,4-char billing code,NA,R14.1,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R142,Eructation,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45539320,Eructation,Observation,ICD10CM,4-char billing code,NA,R14.2,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R143,Flatulence,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45539321,Flatulence,Observation,ICD10CM,4-char billing code,NA,R14.3,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R148,Other,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,35211293,Other,Condition,ICD10CM,4-char billing code,NA,R14.8,2007-01-01,2010-12-31,D,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R15,Fecal incontinence,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,35211294,Fecal incontinence,Condition,ICD10CM,3-char nonbill code,NA,R15,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R150,Incomplete defecation,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45592411,Incomplete defecation,Observation,ICD10CM,4-char billing code,NA,R15.0,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R151,Fecal smearing,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45573015,Fecal smearing,Observation,ICD10CM,4-char billing code,NA,R15.1,2006-12-30,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R152,Fecal urgency,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45568117,Fecal urgency,Observation,ICD10CM,4-char billing code,NA,R15.2,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R159,Full incontinence of feces,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45577785,Full incontinence of feces,Condition,ICD10CM,4-char billing code,NA,R15.9,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R16,"Hepatomegaly and splenomegaly, not elsewhere classified",1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572206,"Hepatomegaly and splenomegaly, not elsewhere classified",Condition,ICD10CM,3-char nonbill code,NA,R16,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R160,"Hepatomegaly, not elsewhere classified",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211295,"Hepatomegaly, not elsewhere classified",Condition,ICD10CM,4-char billing code,NA,R16.0,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R161,"Splenomegaly, not elsewhere classified",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211296,"Splenomegaly, not elsewhere classified",Condition,ICD10CM,4-char billing code,NA,R16.1,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R162,"Hepatomegaly with splenomegaly, not elsewhere classified",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211297,"Hepatomegaly with splenomegaly, not elsewhere classified",Condition,ICD10CM,4-char billing code,NA,R16.2,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R17,Unspecified jaundice,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211298,Unspecified jaundice,Condition,ICD10CM,3-char billing code,NA,R17,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R18,Ascites,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572207,Ascites,Condition,ICD10CM,3-char nonbill code,NA,R18,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R188,Other ascites,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45587499,Other ascites,Condition,ICD10CM,4-char billing code,NA,R18.8,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R19,Other symptoms and signs involving the digestive system and abdomen,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572208,Other symptoms and signs involving the digestive system and abdomen,Condition,ICD10CM,3-char nonbill code,NA,R19,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R190,"Intra-abdominal and pelvic swelling, mass and lump",1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572209,"Intra-abdominal and pelvic swelling, mass and lump",Condition,ICD10CM,4-char nonbill code,NA,R19.0,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1900,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45548951,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",Condition,ICD10CM,5-char billing code,NA,R19.00,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1901,"Right upper quadrant abdominal swelling, mass and lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45534433,"Right upper quadrant abdominal swelling, mass and lump",Condition,ICD10CM,5-char billing code,NA,R19.01,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1902,"Left upper quadrant abdominal swelling, mass and lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45553717,"Left upper quadrant abdominal swelling, mass and lump",Condition,ICD10CM,5-char billing code,NA,R19.02,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1903,"Right lower quadrant abdominal swelling, mass and lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45602011,"Right lower quadrant abdominal swelling, mass and lump",Condition,ICD10CM,5-char billing code,NA,R19.03,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1904,"Left lower quadrant abdominal swelling, mass and lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45544133,"Left lower quadrant abdominal swelling, mass and lump",Condition,ICD10CM,5-char billing code,NA,R19.04,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1905,"Periumbilic swelling, mass or lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45577786,"Periumbilic swelling, mass or lump",Condition,ICD10CM,5-char billing code,NA,R19.05,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1906,"Epigastric swelling, mass or lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45548952,"Epigastric swelling, mass or lump",Condition,ICD10CM,5-char billing code,NA,R19.06,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1907,"Generalized intra-abdominal and pelvic swelling, mass and lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45573016,"Generalized intra-abdominal and pelvic swelling, mass and lump",Condition,ICD10CM,5-char billing code,NA,R19.07,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1909,"Other intra-abdominal and pelvic swelling, mass and lump",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45548953,"Other intra-abdominal and pelvic swelling, mass and lump",Condition,ICD10CM,5-char billing code,NA,R19.09,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R191,Abnormal bowel sounds,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572210,Abnormal bowel sounds,Condition,ICD10CM,4-char nonbill code,NA,R19.1,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1911,Absent bowel sounds,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45577787,Absent bowel sounds,Condition,ICD10CM,5-char billing code,NA,R19.11,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1912,Hyperactive bowel sounds,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45558459,Hyperactive bowel sounds,Condition,ICD10CM,5-char billing code,NA,R19.12,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1915,Other abnormal bowel sounds,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45606797,Other abnormal bowel sounds,Condition,ICD10CM,5-char billing code,NA,R19.15,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R192,Visible peristalsis,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211299,Visible peristalsis,Condition,ICD10CM,4-char billing code,NA,R19.2,2007-01-01,2099-12-31,NA,1
